직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
연구개발-합성수지(의왕),4,"소재, 실험, 해결, 합성, 분석, 환경, 문제, 개발, 중요, 연구, 프로젝트, 기능, 개선, 역할, 연성","협력, 소통, 안정, 공정, 도전, 신뢰, 효율, 편의, 품질, 최고지향","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), 삼성SDI(IT·전자)","소재, 실험, 해결, 합성, 분석, 환경, 문제, 개발, 중요, 연구, 프로젝트, 기능, 개선, 역할, 연성, 협력, 소통, 안정, 공정, 도전, 신뢰, 효율, 편의, 품질, 최고지향"
연구개발_전동화 구동 시스템 개발,4,"제어, 모터, 개발, 인버터, 시험, 토크, 로직, 검증, 수행, 구동, 세팅, 무명, 모듈, 전류, 알고리즘","효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성전자(IT·전자)","제어, 모터, 개발, 인버터, 시험, 토크, 로직, 검증, 수행, 구동, 세팅, 무명, 모듈, 전류, 알고리즘, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
연구개발_차량 성능 평가 및 개발,1,"모터, 성능, 기기, 최적, 연구, 기법, 학습, 자동차, 특성, 개발, 동화, 에너지, 이론, 이해, 전동기","효율, 인재, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","현대글로비스(항공·물류), 이마트(유통·서비스), 교보생명(금융·보험)","모터, 성능, 기기, 최적, 연구, 기법, 학습, 자동차, 특성, 개발, 동화, 에너지, 이론, 이해, 전동기, 효율, 인재, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
연구개발_차량 충돌안전 성능개발(설계/CAE/시험),1,"안테나, 회로, 모델, 방식, 게이트, 연구, 면적, 최적화, 논문, 이상, 배치, 발생, 분석, 최적, 제품","효율, 디지털, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정, 열정, 정도경영","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성카드(금융·보험)","안테나, 회로, 모델, 방식, 게이트, 연구, 면적, 최적화, 논문, 이상, 배치, 발생, 분석, 최적, 제품, 효율, 디지털, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정, 열정, 정도경영"
연구개발_차량개발 프로젝트 관리,1,"문제, 계획, 정비, 예산, 해결, 지역, 수립, 사용, 자동차, 차량, 현장, 관리, 프로그램, 도움, 개발","소통, 효율, 협력, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 제일기획(유통·서비스)","문제, 계획, 정비, 예산, 해결, 지역, 수립, 사용, 자동차, 차량, 현장, 관리, 프로그램, 도움, 개발, 소통, 효율, 협력, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
연구개발_파이롯트(NextGen 인턴십),3,"데이터, 스캐너, 프로토타입, 분석, 오차, 센서, 부품, 패턴, 강의, 측정, 요소, 고려, 부서, 자동차, 검증","소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","데이터, 스캐너, 프로토타입, 분석, 오차, 센서, 부품, 패턴, 강의, 측정, 요소, 고려, 부서, 자동차, 검증, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
연구개발직,6,"연구, 개발, 수명, 분석, 부품, 고장, 재료, 시험, 프로젝트, 발표, 복합, 추정, 소재, 환경, 산업","신뢰, 공정, 성장, 안정, 도전, 혁신, 과학, 협력, 소통, 편의","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","연구, 개발, 수명, 분석, 부품, 고장, 재료, 시험, 프로젝트, 발표, 복합, 추정, 소재, 환경, 산업, 신뢰, 공정, 성장, 안정, 도전, 혁신, 과학, 협력, 소통, 편의"
연구지원,3,"제어, 연구, 해결, 프로젝트, 시스템, 활용, 성격, 문제, 학습, 알고리즘, 해당, 수업, 전력, 컨버터, 인버터","효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성전자(IT·전자)","제어, 연구, 해결, 프로젝트, 시스템, 활용, 성격, 문제, 학습, 알고리즘, 해당, 수업, 전력, 컨버터, 인버터, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
영업,15,"데이터, 기획, 분석, 팀원, 시장, 프로젝트, 당시, 현장, 의약품, 장애인, 아르바이트, 성과, 시각, 정보, 해당","고객, 소통, 도전, 인재, 협력, 성장, 서비스, 혁신, 커뮤니티, 상생","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","데이터, 기획, 분석, 팀원, 시장, 프로젝트, 당시, 현장, 의약품, 장애인, 아르바이트, 성과, 시각, 정보, 해당, 고객, 소통, 도전, 인재, 협력, 성장, 서비스, 혁신, 커뮤니티, 상생"
영업(곡물),3,"곡물, 시장, 국제, 적응, 전공, 실패, 변화, 이해, 무역, 학습, 지식, 중국, 일상, 환경, 중요","성장, 소통, 도전, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","곡물, 시장, 국제, 적응, 전공, 실패, 변화, 이해, 무역, 학습, 지식, 중국, 일상, 환경, 중요, 성장, 소통, 도전, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
영업(국내외 STATCOM 사업 제안/견적 업무),4,"논문, 전력, 동아리, 투고, 슈퍼, 전력망, 사업, 학습, 미래, 선도, 그리드, 에너지, 시스템, 제안, 환경","혁신, 도전, 소통, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","논문, 전력, 동아리, 투고, 슈퍼, 전력망, 사업, 학습, 미래, 선도, 그리드, 에너지, 시스템, 제안, 환경, 혁신, 도전, 소통, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
영업/영업관리,9,"제공, 메타버스, 대학, 제품, 렌터카, 수행, 프로젝트, 이해, 발전, 해결, 생활, 일정, 시간, 중심, 상황","고객, 서비스, 도전, 성장, 소통, 편의, 신뢰, 안정, 공정, 협력","한화호텔앤드리조트(유통·서비스), LG헬로비전(통신·미디어), LG유플러스(통신·미디어)","제공, 메타버스, 대학, 제품, 렌터카, 수행, 프로젝트, 이해, 발전, 해결, 생활, 일정, 시간, 중심, 상황, 고객, 서비스, 도전, 성장, 소통, 편의, 신뢰, 안정, 공정, 협력"
영업/컨설팅,3,"산업, 기업, 해당, 이해, 자료, 데이터, 활동, 인턴, 당시, 사용, 파악, 시장, 국내, 컨설팅, 세계","소통, 서비스, 고객, 편의, 디지털, 과학, 협력, 성장, 혁신, 품질","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 신한카드(금융·보험)","산업, 기업, 해당, 이해, 자료, 데이터, 활동, 인턴, 당시, 사용, 파악, 시장, 국내, 컨설팅, 세계, 소통, 서비스, 고객, 편의, 디지털, 과학, 협력, 성장, 혁신, 품질"
영업관리,20,"전략, 분석, 데이터, 상품, 현장, 기획, 파악, 결과, 편의점, 조사, 보험, 제공, 맞춤, 문제, 전달","고객, 성장, 신뢰, 소통, 도전, 디지털, 인재, 협력, 안정, 창의","신한카드(금융·보험), LG헬로비전(통신·미디어), LG유플러스(통신·미디어)","전략, 분석, 데이터, 상품, 현장, 기획, 파악, 결과, 편의점, 조사, 보험, 제공, 맞춤, 문제, 전달, 고객, 성장, 신뢰, 소통, 도전, 디지털, 인재, 협력, 안정, 창의"
영업관리(서울),3,"데이터, 의약품, 정보, 팀원, 목표, 개선, 시각, 장애인, 회의, 세대, 보험, 공모전, 문제, 공공, 활용","고객, 도전, 서비스, 성장, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티","현대글로비스(항공·물류), SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어)","데이터, 의약품, 정보, 팀원, 목표, 개선, 시각, 장애인, 회의, 세대, 보험, 공모전, 문제, 공공, 활용, 고객, 도전, 서비스, 성장, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티"
영업관리_SC,4,"아르바이트, 편의점, 만족도, 상품, 증대, 정리, 소비자, 사항, 이용, 기능, 제공, 당시, 매대, 기업, 연세","고객, 소통, 도전, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","아르바이트, 편의점, 만족도, 상품, 증대, 정리, 소비자, 사항, 이용, 기능, 제공, 당시, 매대, 기업, 연세, 고객, 소통, 도전, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
영업담당,2,"직장, 생활, 자신, 의미, 사회, 인턴, 문제, 실패, 개인, 해결, 자아, 정주영, 회장, 점포, 매출","성장, 소통, 안정, 협력, 창의, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK브로드밴드(통신·미디어), SK텔레콤(통신·미디어), LG유플러스(통신·미디어)","직장, 생활, 자신, 의미, 사회, 인턴, 문제, 실패, 개인, 해결, 자아, 정주영, 회장, 점포, 매출, 성장, 소통, 안정, 협력, 창의, 편의, 품질, 최고지향, 커뮤니티, 디지털"
영업마케팅,21,"목표, 분석, 달성, 성과, 대학, 발전, 매출, 메타버스, 광고, 공부, 결과, 해결, 지점, 데이터, 중요","고객, 성장, 소통, 서비스, 도전, 안정, 디지털, 신뢰, 상생, 존중","신한카드(금융·보험), LG헬로비전(통신·미디어), LG유플러스(통신·미디어)","목표, 분석, 달성, 성과, 대학, 발전, 매출, 메타버스, 광고, 공부, 결과, 해결, 지점, 데이터, 중요, 고객, 성장, 소통, 서비스, 도전, 안정, 디지털, 신뢰, 상생, 존중"
오프라인 결제 서비스 운영지원,2,"분석, 전략, 편의점, 결제, 조사, 편리, 파악, 데이터, 기능, 충전, 기억, 소비자, 제공, 오프라인, 문제","서비스, 고객, 협력, 성장, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","분석, 전략, 편의점, 결제, 조사, 편리, 파악, 데이터, 기능, 충전, 기억, 소비자, 제공, 오프라인, 문제, 서비스, 고객, 협력, 성장, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티"
운용,5,"분석, 학부, 수업, 투자, 기업, 평가, 상황, 금융, 동료, 활용, 학습, 목표, 전략, 고려, 단추","성장, 효율, 안정, 공정, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털","현대글로비스(항공·물류), 이마트(유통·서비스), 국민연금공단(공공기관)","분석, 학부, 수업, 투자, 기업, 평가, 상황, 금융, 동료, 활용, 학습, 목표, 전략, 고려, 단추, 성장, 효율, 안정, 공정, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털"
운항통제,4,"여행, 운항, 체계, 최근, 노선, 데이터, 활용, 오픈, 마인드, 중요, 관리사, 공유, 환승, 적재, 상황","협력, 성장, 안정, 도전, 존중, 서비스, 소통, 효율, 편의, 품질","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","여행, 운항, 체계, 최근, 노선, 데이터, 활용, 오픈, 마인드, 중요, 관리사, 공유, 환승, 적재, 상황, 협력, 성장, 안정, 도전, 존중, 서비스, 소통, 효율, 편의, 품질"
이모티콘 마케팅,2,"이모티콘, 캐릭터, 확산, 대화, 사용, 단순, 문화, 헤비, 유저, 이트, 하루, 이상, 그림, 언어, 이벤트","편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영, 전문성","삼성전자(IT·전자), 삼성SDI(IT·전자), 삼성SDS(IT·전자)","이모티콘, 캐릭터, 확산, 대화, 사용, 단순, 문화, 헤비, 유저, 이트, 하루, 이상, 그림, 언어, 이벤트, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영, 전문성"
인사,12,"프로젝트, 기간, 교육, 디자인, 차별, 학교, 필요, 분석, 제작, 관심, 본인, 이해, 강점, 근무, 적극","인재, 과학, 도전, 성장, 창의, 소통, 열정, 효율, 편의, 품질","현대자동차(자동차·기계), LG전자(IT·전자), SK하이닉스(IT·전자)","프로젝트, 기간, 교육, 디자인, 차별, 학교, 필요, 분석, 제작, 관심, 본인, 이해, 강점, 근무, 적극, 인재, 과학, 도전, 성장, 창의, 소통, 열정, 효율, 편의, 품질"
인프라기술,4,"제품, 문제, 반도체, 존재, 활용, 해결, 전공, 전달, 산업, 모델, 학교, 상황, 가정, 방법, 특성","공정, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","국민연금공단(공공기관), 한국산업은행(금융·보험), 현대글로비스(항공·물류)","제품, 문제, 반도체, 존재, 활용, 해결, 전공, 전달, 산업, 모델, 학교, 상황, 가정, 방법, 특성, 공정, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
일반,8,"금융, 학생, 사회, 지속, 제공, 환경, 학생회, 회비, 가능, 지역, 변화, 당시, 필요, 납부, 관계","서비스, 고객, 소통, 신뢰, 혁신, 디지털, 책임, 성장, 투명, 안정","신한카드(금융·보험), SR(공공기관), 한화호텔앤드리조트(유통·서비스)","금융, 학생, 사회, 지속, 제공, 환경, 학생회, 회비, 가능, 지역, 변화, 당시, 필요, 납부, 관계, 서비스, 고객, 소통, 신뢰, 혁신, 디지털, 책임, 성장, 투명, 안정"
일반/글로벌_점포영업관리,6,"상품, 편의점, 행사, 필요, 구성원, 행복, 근무자, 근무, 결과, 출판, 이해, 적극, 페이, 자신, 달성","고객, 소통, 도전, 성장, 서비스, 신뢰, 책임, 편의, 품질, 최고지향","LG유플러스(통신·미디어), LG헬로비전(통신·미디어), 신한카드(금융·보험)","상품, 편의점, 행사, 필요, 구성원, 행복, 근무자, 근무, 결과, 출판, 이해, 적극, 페이, 자신, 달성, 고객, 소통, 도전, 성장, 서비스, 신뢰, 책임, 편의, 품질, 최고지향"
일반_마케팅(예능),5,"콘텐츠, 소비자, 제작, 프로젝트, 팀원, 분석, 당시, 유튜브, 조회, 데이터, 포함, 채널, 쇼츠, 운영, 기조","성장, 고객, 서비스, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","콘텐츠, 소비자, 제작, 프로젝트, 팀원, 분석, 당시, 유튜브, 조회, 데이터, 포함, 채널, 쇼츠, 운영, 기조, 성장, 고객, 서비스, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
일반_편의점(GS25) 영업관리(OFC),5,"필요, 아이디어, 우리, 편의점, 재난, 기본소득, 팀원, 일상, 프로그램, 대학, 제주, 의견, 정책, 활동, 기업","협력, 서비스, 소통, 고객, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","필요, 아이디어, 우리, 편의점, 재난, 기본소득, 팀원, 일상, 프로그램, 대학, 제주, 의견, 정책, 활동, 기업, 협력, 서비스, 소통, 고객, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털"
일반신입 전형_부문공통_구매,3,"국제, 식품, 정치, 분석, 전략, 이해, 경제학, 시장, 경제, 자원, 활용, 무역, 곡물, 관리, 변화","협력, 소통, 효율, 신뢰, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), 삼성SDS(IT·전자)","국제, 식품, 정치, 분석, 전략, 이해, 경제학, 시장, 경제, 자원, 활용, 무역, 곡물, 관리, 변화, 협력, 소통, 효율, 신뢰, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털"
일반신입 전형_식품_Food Sales(충청),3,"제품, 점포, 전략, 매출, 매장, 유도, 시장, 브랜드, 관리, 기업, 판매, 오프라인, 식품, 기본, 수행","고객, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","삼성SDS(IT·전자), 삼성생명(금융·보험), 삼성증권(금융·보험)","제품, 점포, 전략, 매출, 매장, 유도, 시장, 브랜드, 관리, 기업, 판매, 오프라인, 식품, 기본, 수행, 고객, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
일반신입 전형_식품_SCM(안산),2,"절감, 감동, 팔레트, 수익, 중요, 제품, 공급사슬, 아이디어, 제안, 예측, 시스템, 수리, 한국, 운송, 대응","고객, 효율, 인재, 성장, 서비스, 신뢰, 창의, 혁신, 편의, 품질","현대글로비스(항공·물류), 이마트(유통·서비스), 한화호텔앤드리조트(유통·서비스)","절감, 감동, 팔레트, 수익, 중요, 제품, 공급사슬, 아이디어, 제안, 예측, 시스템, 수리, 한국, 운송, 대응, 고객, 효율, 인재, 성장, 서비스, 신뢰, 창의, 혁신, 편의, 품질"
일반직,11,"여행, 기업, 데이터, 차별, 사고, 분석, 시장, 운영, 문제, 목표, 기획, 제공, 대표, 학교, 부스","고객, 성장, 서비스, 도전, 열정, 인재, 신뢰, 디지털, 과학, 협력","한화호텔앤드리조트(유통·서비스), 롯데정보통신(IT·전자), 신세계(유통·서비스)","여행, 기업, 데이터, 차별, 사고, 분석, 시장, 운영, 문제, 목표, 기획, 제공, 대표, 학교, 부스, 고객, 성장, 서비스, 도전, 열정, 인재, 신뢰, 디지털, 과학, 협력"
일반직(개인/기업금융),3,"팀원, 금융, 중요, 환경, 경제, 상황, 실패, 어려움, 정치, 은행, 시험, 국제, 목표, 분석, 제공","성장, 고객, 도전, 서비스, 안정, 소통, 신뢰, 효율, 편의, 품질","현대글로비스(항공·물류), LG유플러스(통신·미디어), LG헬로비전(통신·미디어)","팀원, 금융, 중요, 환경, 경제, 상황, 실패, 어려움, 정치, 은행, 시험, 국제, 목표, 분석, 제공, 성장, 고객, 도전, 서비스, 안정, 소통, 신뢰, 효율, 편의, 품질"
일반직-개인/기업금융,5,"금융, 수출, 신규, 필요, 근무, 목표, 기능, 개선, 추진력, 당시, 기업, 교환, 학생, 몽골, 기획","서비스, 도전, 효율, 성장, 고객, 디지털, 소통, 인재, 전통, 편의","현대글로비스(항공·물류), 이마트(유통·서비스), 신한카드(금융·보험)","금융, 수출, 신규, 필요, 근무, 목표, 기능, 개선, 추진력, 당시, 기업, 교환, 학생, 몽골, 기획, 서비스, 도전, 효율, 성장, 고객, 디지털, 소통, 인재, 전통, 편의"
일반직_경영지원_자산운영,4,"기업, 자산, 부동산, 공법, 학회, 수행, 시장, 가능, 미래, 운영, 중요, 금융, 방법, 우유부단, 극복","성장, 안정, 도전, 혁신, 디지털, 창의, 소통, 효율, 편의, 품질","현대오토에버(IT·전자), SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어)","기업, 자산, 부동산, 공법, 학회, 수행, 시장, 가능, 미래, 운영, 중요, 금융, 방법, 우유부단, 극복, 성장, 안정, 도전, 혁신, 디지털, 창의, 소통, 효율, 편의, 품질"
일반직_구매_외주/자재구매,4,"제철, 기관, 산업, 현대, 평가, 직원, 미래, 경쟁력, 긴장, 구청, 방문객, 지향, 변화, 제품, 가격","협력, 편의, 성장, 소통, 안정, 고객, 효율, 품질, 최고지향, 커뮤니티","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 롯데하이마트(유통·서비스)","제철, 기관, 산업, 현대, 평가, 직원, 미래, 경쟁력, 긴장, 구청, 방문객, 지향, 변화, 제품, 가격, 협력, 편의, 성장, 소통, 안정, 고객, 효율, 품질, 최고지향, 커뮤니티"
일반직_설비관리_전기정비,4,"직무명, 시스템, 특허, 차단기, 고민, 최적, 시간, 팀원, 분석, 이해, 해결, 최고, 전문가, 재수, 공부","성장, 혁신, 협력, 안정, 인재, 소통, 효율, 편의, 품질, 최고지향","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","직무명, 시스템, 특허, 차단기, 고민, 최적, 시간, 팀원, 분석, 이해, 해결, 최고, 전문가, 재수, 공부, 성장, 혁신, 협력, 안정, 인재, 소통, 효율, 편의, 품질, 최고지향"
일반직_품질_품질관리,4,"관리, 개선, 방식, 팀원, 책임감, 수행, 가능, 활용, 발표, 지속, 결과, 발생, 물질, 워커, 홀릭","공정, 도전, 소통, 열정, 협력, 효율, 성장, 창의, 서비스, 책임","지니뮤직(통신·미디어), 쿠팡(유통·서비스), 제일기획(유통·서비스)","관리, 개선, 방식, 팀원, 책임감, 수행, 가능, 활용, 발표, 지속, 결과, 발생, 물질, 워커, 홀릭, 공정, 도전, 소통, 열정, 협력, 효율, 성장, 창의, 서비스, 책임"
자동차 생산,11,"데이터, 발생, 현장, 결과, 프로젝트, 문제, 분석, 협업, 해결, 코드, 목표, 활용, 제작, 공부, 비행","공정, 효율, 협력, 인재, 성장, 안정, 소통, 편의, 품질, 최고지향","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","데이터, 발생, 현장, 결과, 프로젝트, 문제, 분석, 협업, 해결, 코드, 목표, 활용, 제작, 공부, 비행, 공정, 효율, 협력, 인재, 성장, 안정, 소통, 편의, 품질, 최고지향"
자동차 전장제품 생산,3,"작업, 문제, 라인, 동료, 모빌리티, 협업, 전체, 공장, 불량, 속도, 개선, 자세, 불편, 진천, 제품","공정, 안정, 효율, 협력, 소통, 인재, 성장, 신뢰, 혁신, 도전","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","작업, 문제, 라인, 동료, 모빌리티, 협업, 전체, 공장, 불량, 속도, 개선, 자세, 불편, 진천, 제품, 공정, 안정, 효율, 협력, 소통, 인재, 성장, 신뢰, 혁신, 도전"
자동차선영업,4,"정리, 성과, 역할, 시간, 필요, 확인, 정보, 판단, 중요, 데이터, 분석, 자동차, 프로모션, 문제, 방식","고객, 효율, 협력, 안정, 성장, 신뢰, 혁신, 편의, 품질, 최고지향","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","정리, 성과, 역할, 시간, 필요, 확인, 정보, 판단, 중요, 데이터, 분석, 자동차, 프로모션, 문제, 방식, 고객, 효율, 협력, 안정, 성장, 신뢰, 혁신, 편의, 품질, 최고지향"
자동차전지개발센터_Pack개발,4,"문제, 개발, 가스, 실험, 발생, 해결, 분석, 확보, 계면, 배터리, 도출, 개선, 연구, 변수, 대체","공정, 안정, 효율, 신뢰, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","문제, 개발, 가스, 실험, 발생, 해결, 분석, 확보, 계면, 배터리, 도출, 개선, 연구, 변수, 대체, 공정, 안정, 효율, 신뢰, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털"
자산운용,22,"투자, 분석, 기업, 목표, 학습, 결과, 전략, 평가, 대회, 지식, 고민, 수익, 고려, 금융, 시장","성장, 효율, 안정, 소통, 도전, 고객, 공정, 협력, 신뢰, 열정","현대글로비스(항공·물류), 이마트(유통·서비스), LG헬로비전(통신·미디어)","투자, 분석, 기업, 목표, 학습, 결과, 전략, 평가, 대회, 지식, 고민, 수익, 고려, 금융, 시장, 성장, 효율, 안정, 소통, 도전, 고객, 공정, 협력, 신뢰, 열정"
자율주행 UX/HMI 개발,4,"시각, 객체, 본인, 자율, 추적, 개발, 주행, 최소, 최대, 입력, 가능, 인턴, 알고리즘, 시간, 이전","소통, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","시각, 객체, 본인, 자율, 추적, 개발, 주행, 최소, 최대, 입력, 가능, 인턴, 알고리즘, 시간, 이전, 소통, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
장애인 특별전형_모빌리티 디자인,6,"디자인, 모빌리티, 협업, 이동, 프로젝트, 의견, 사용자, 경계, 하드웨어, 수행, 미래, 학생, 조율, 디자이너, 발전","혁신, 성장, 소통, 도전, 편의, 인재, 효율, 품질, 최고지향, 커뮤니티","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","디자인, 모빌리티, 협업, 이동, 프로젝트, 의견, 사용자, 경계, 하드웨어, 수행, 미래, 학생, 조율, 디자이너, 발전, 혁신, 성장, 소통, 도전, 편의, 인재, 효율, 품질, 최고지향, 커뮤니티"
재경,8,"학습, 분석, 경제, 카드, 상황, 금융, 회의, 대면, 지도, 필요, 결과, 주제, 전략, 지식, 기업","성장, 효율, 도전, 고객, 공정, 편의, 품질, 최고지향, 커뮤니티, 디지털","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","학습, 분석, 경제, 카드, 상황, 금융, 회의, 대면, 지도, 필요, 결과, 주제, 전략, 지식, 기업, 성장, 효율, 도전, 고객, 공정, 편의, 품질, 최고지향, 커뮤니티, 디지털"
재무,4,"데이터, 자금, 금융, 기업, 과목, 역할, 관리, 지식, 중요, 작업, 수행, 정확, 오류, 목표, 효과","협력, 성장, 안정, 과학, 존중, 소통, 혁신, 효율, 편의, 품질","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","데이터, 자금, 금융, 기업, 과목, 역할, 관리, 지식, 중요, 작업, 수행, 정확, 오류, 목표, 효과, 협력, 성장, 안정, 과학, 존중, 소통, 혁신, 효율, 편의, 품질"
재무/회계,8,"세무사, 수행, 시험, 직원, 자산, 관리, 세무, 가상, 완벽, 리스크, 금융, 합격, 조직, 신고서, 갈등","성장, 도전, 전통, 창의, 열정, 서비스, 고객, 편의, 품질, 최고지향","CJ CGV(유통·서비스), CJ올리브영(유통·서비스), 지니뮤직(통신·미디어)","세무사, 수행, 시험, 직원, 자산, 관리, 세무, 가상, 완벽, 리스크, 금융, 합격, 조직, 신고서, 갈등, 성장, 도전, 전통, 창의, 열정, 서비스, 고객, 편의, 품질, 최고지향"
"재무_회계,TAX,자금",2,"부분, 기업, 차이, 결산, 세액, 홈택스, 성격, 계획, 지식, 해당, 인턴, 시스템, 업그레이드, 비교, 기간","효율, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","부분, 기업, 차이, 결산, 세액, 홈택스, 성격, 계획, 지식, 해당, 인턴, 시스템, 업그레이드, 비교, 기간, 효율, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
재무회계,3,"시험, 활용, 관심, 활동, 가운데, 기업, 기존, 의견, 공인, 다짐, 에너지, 산업, 합격, 지식, 운동","협력, 도전, 성장, 책임, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK케미칼(화학·에너지), GS글로벌(유통·서비스), SK브로드밴드(통신·미디어)","시험, 활용, 관심, 활동, 가운데, 기업, 기존, 의견, 공인, 다짐, 에너지, 산업, 합격, 지식, 운동, 협력, 도전, 성장, 책임, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털"
